Characters,Corr_ans,answer,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text.started,Welcome.stopped,trial.started,Condition_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
spl,0,left,80,80,0,left,1,0.6248710999498144,None,0,80,80,52,64.7679775999859,,,,,64.75578740000492,64.7679775999859,64.7679775999859,65.4021038999781,left,1,0.6248710999498144,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
window,1,right,81,81,0,right,1,0.4846252999850549,None,0,81,81,14,65.41830369998934,,,,,65.40616620000219,65.41830369998934,65.41830369998934,65.91877789999126,right,1,0.4846252999850549,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
lake,1,right,82,82,0,left,0,0.9096706999698654,None,0,82,82,24,65.93489009997575,,,,,65.92212549998658,65.93489009997575,65.93489009997575,66.85203940002248,left,0,0.9096706999698654,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
plo,0,left,83,83,0,right,0,0.49566680000862107,None,0,83,83,71,66.86845850001555,,,,,66.85538319998886,66.86845850001555,66.86845850001555,67.36873320001177,right,0,0.49566680000862107,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
tiger,1,right,84,84,0,right,1,1.3207509000203572,None,0,84,84,25,67.38476980000269,,,,,67.37254620000022,67.38476980000269,67.38476980000269,68.71836930001155,right,1,1.3207509000203572,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
salt,1,right,85,85,0,right,1,0.6152336000232026,None,0,85,85,42,68.73456910002278,,,,,68.72175530000823,68.73456910002278,68.73456910002278,69.35250949999318,right,1,0.6152336000232026,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
mouse,1,right,86,86,0,right,1,0.4575557999778539,None,0,86,86,33,69.36791979998816,,,,,69.3561385999783,69.36791979998816,69.36791979998816,69.83483780000824,right,1,0.4575557999778539,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
taz,0,left,87,87,0,left,1,0.7910052999504842,None,0,87,87,76,69.8505288999877,,,,,69.84393909998471,69.8505288999877,69.8505288999877,70.65154729998903,left,1,0.7910052999504842,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
loi,0,left,88,88,0,left,1,0.9177760999882594,None,0,88,88,56,70.66784940002253,,,,,70.65485559997614,70.66784940002253,70.66784940002253,71.60225250001531,left,1,0.9177760999882594,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
star,1,right,89,89,0,right,1,0.8215134000056423,None,0,89,89,12,71.6170284000109,,,,,71.60579210001742,71.6170284000109,71.6170284000109,72.45338169997558,right,1,0.8215134000056423,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
kiy,0,left,90,90,0,left,1,2.3275068000075407,None,0,90,90,55,72.46986060001655,,,,,72.45677119999891,72.46986060001655,72.46986060001655,74.80121840001084,left,1,2.3275068000075407,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
rig,0,left,91,91,0,left,1,1.0058908999781124,None,0,91,91,72,74.8170135000255,,,,,74.8045107999933,74.8170135000255,74.8170135000255,75.83425269997679,left,1,1.0058908999781124,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
cup,1,right,92,92,0,right,1,1.0291386000462808,None,0,92,92,7,75.85033009998733,,,,,75.83774569997331,75.85033009998733,75.85033009998733,76.88405410002451,right,1,1.0291386000462808,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
river,1,right,93,93,0,right,1,0.9487250999663956,None,0,93,93,11,76.90026730002137,,,,,76.88767640001606,76.90026730002137,76.90026730002137,77.85097179998411,right,1,0.9487250999663956,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
moon,1,right,94,94,0,right,1,0.462509700038936,None,0,94,94,35,77.8670535000274,,,,,77.85434050002368,77.8670535000274,77.8670535000274,78.3342681999784,right,1,0.462509700038936,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
team,1,right,95,95,0,right,1,0.8957770999986678,None,0,95,95,6,78.35021379997488,,,,,78.33824399998412,78.35021379997488,78.35021379997488,79.2505146000185,right,1,0.8957770999986678,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
zor,0,left,96,96,0,left,1,0.6487657999969088,None,0,96,96,63,79.26675880001858,,,,,79.25392220000504,79.26675880001858,79.26675880001858,79.91754509997554,left,1,0.6487657999969088,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
del,0,left,97,97,0,left,1,0.9922034000046551,None,0,97,97,59,79.93333259999054,,,,,79.92088789999252,79.93333259999054,79.93333259999054,80.93327640002826,left,1,0.9922034000046551,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
sun,1,right,98,98,0,right,1,0.692234699963592,None,0,98,98,31,80.94991080003092,,,,,80.93658009998035,80.94991080003092,80.94991080003092,81.65011829999276,right,1,0.692234699963592,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
jkn,0,left,99,99,0,left,1,0.6059728999971412,None,0,99,99,54,81.66590299998643,,,,,81.65210619999561,81.66590299998643,81.66590299998643,82.28349140001228,left,1,0.6059728999971412,None,,,,,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2836735000019,82.29951500002062,85.29960159998154,85.28314110002248,1,001,2025-11-18_11h33.53.405,Lexical Decision Task,,2025.1.1,60.00272410949121,2025-11-18 11h34.04.250242 +0530,
